probe	id	pvalue	symbol	group
1988	A_23_P10291	0.02782	CTSE	GSE74341_LOvsAT
1998	A_23_P202658	0.02928	GSTP1	GSE74341_LOvsAT
2000	A_33_P3298861	0.01587	SLC12A8	GSE74341_LOvsAT
2001	A_23_P129665	0.04017	ITGAD	GSE74341_LOvsAT
2006	A_23_P20022	0.03187	HILPDA	GSE74341_LOvsAT
2012	A_33_P3278826	0.02239	LTK	GSE74341_LOvsAT
2014	A_23_P214079	0.02095	SPINK1	GSE74341_LOvsAT
2017	A_23_P126908	0.01197	TNFRSF14	GSE74341_LOvsAT
2018	A_23_P92334	0.02524	TMEM156	GSE74341_LOvsAT
2025	A_33_P3242693	0.04969	SLC22A11	GSE74341_LOvsAT
2031	A_24_P322369	0.02723	VPS4B	GSE74341_LOvsAT
2045	A_23_P94275	0.01875	DKK4	GSE74341_LOvsAT
2046	A_33_P3263027	0.01769		GSE74341_LOvsAT
2070	A_21_P0006460	0.00043	LOC100506992	GSE74341_LOvsAT
2082	A_23_P115861	0.00231	ZNF485	GSE74341_LOvsAT
2096	A_23_P94397	3e-05	OMD	GSE74341_LOvsAT
2101	A_33_P3235330	0.00432	MTMR3	GSE74341_LOvsAT
2108	A_23_P111481	0.00012	SRRT	GSE74341_LOvsAT
2112	A_23_P103149	0.00431	ACO2	GSE74341_LOvsAT
2130	A_33_P3212490	0.02008	DICER1	GSE74341_LOvsAT
2139	A_33_P3660204	0.03504	LOC340073	GSE74341_LOvsAT
2150	A_23_P307430	0.03302	LSM12	GSE74341_LOvsAT
2159	A_21_P0013979	0.03108	LOC100506073	GSE74341_LOvsAT
2162	A_23_P19650	0.00102	VIP	GSE74341_LOvsAT
2170	A_23_P216568	0.04913	FAM206A	GSE74341_LOvsAT
2176	A_21_P0013977	0.02891	PCID2	GSE74341_LOvsAT
2188	A_33_P3297611	0.0385		GSE74341_LOvsAT
2192	A_23_P382043	0.00997	NT5DC1	GSE74341_LOvsAT
2201	A_33_P3418218	0.0162	SEC16B	GSE74341_LOvsAT
2217	A_19_P00802936	0.01292	BRK1	GSE74341_LOvsAT
2219	A_23_P416751	0.04578	ZNF610	GSE74341_LOvsAT
2220	A_23_P110243	0.01094	METTL14	GSE74341_LOvsAT
2221	A_33_P3709317	0.0031	SNORA28	GSE74341_LOvsAT
2236	A_21_P0013545	0.02111	XLOC_l2_014686	GSE74341_LOvsAT
2242	A_23_P110492	0.00037	MARCH6	GSE74341_LOvsAT
2252	A_23_P433050	0.00018	RXFP1	GSE74341_LOvsAT
2256	A_23_P99027	0.0067	PTPN11	GSE74341_LOvsAT
2264	A_33_P3224020	0.00155	ARAF2P	GSE74341_LOvsAT
2265	A_23_P133036	0.00382	SLC34A2	GSE74341_LOvsAT
2266	A_21_P0003396	0.01089	XLOC_003671	GSE74341_LOvsAT
2268	A_23_P59481	0.00601	UBE3C	GSE74341_LOvsAT
2269	A_33_P3224680	0.00273	CCDC76	GSE74341_LOvsAT
2274	A_33_P3256083	0.0469		GSE74341_LOvsAT
2288	A_33_P3317558	7e-05	WHAMMP3	GSE74341_LOvsAT
2306	A_23_P104741	0.03655	KIRREL3	GSE74341_LOvsAT
2312	A_32_P90483	0.00095	STXBP4	GSE74341_LOvsAT
2313	A_23_P18055	0.00087	C3orf51	GSE74341_LOvsAT
2314	A_23_P209430	0.04735	ALS2	GSE74341_LOvsAT
2319	A_33_P3287113	0.03193	KIAA1530	GSE74341_LOvsAT
2323	A_33_P3283061	0.04164	LOC100128348	GSE74341_LOvsAT
2327	A_32_P51084	0.00367	NUP205	GSE74341_LOvsAT
2339	A_23_P121506	0.01448	FAM193A	GSE74341_LOvsAT
2343	A_24_P99090	0.01254	CKAP2	GSE74341_LOvsAT
2344	A_24_P137461	0.02497	CPN2	GSE74341_LOvsAT
2347	A_24_P81841	0.01129	CDKN1B	GSE74341_LOvsAT
2350	A_23_P204087	0.03175	OAS2	GSE74341_LOvsAT
2351	A_24_P330263	0.01276	EDNRB	GSE74341_LOvsAT
2356	A_23_P10559	0.00373	AATK	GSE74341_LOvsAT
2357	A_23_P74663	0.03173	TAF1A	GSE74341_LOvsAT
2359	A_23_P78122	0.00694	MYO18A	GSE74341_LOvsAT
2371	A_23_P83175	0.04347	PTPLAD2	GSE74341_LOvsAT
2390	A_23_P350074	0.02281	C19orf46	GSE74341_LOvsAT
2391	A_24_P349560	0.04776	EIF4E	GSE74341_LOvsAT
2392	A_24_P379353	0.01187	CCDC24	GSE74341_LOvsAT
2397	A_23_P106562	0.03053	GALNS	GSE74341_LOvsAT
2421	A_21_P0000601	0.02375	RAG2	GSE74341_LOvsAT
2423	A_33_P3217153	0.00028	GRIA4	GSE74341_LOvsAT
2433	A_23_P88331	0.01649	DLGAP5	GSE74341_LOvsAT
2442	A_24_P331704	0.02299	KRT80	GSE74341_LOvsAT
2453	A_33_P3233100	0.00514		GSE74341_LOvsAT
2469	A_23_P1145	0.03752	MTPAP	GSE74341_LOvsAT
2476	A_33_P3407675	0.00262	TIPRL	GSE74341_LOvsAT
2477	A_21_P0007502	0.00139	LINC00173	GSE74341_LOvsAT
2478	A_33_P3232173	0.00018	PSPC1	GSE74341_LOvsAT
2484	A_23_P22499	0.01392	GNL3L	GSE74341_LOvsAT
2495	A_32_P857658	0.00133	RPLP1	GSE74341_LOvsAT
2509	A_32_P8402	0.02095	SYNCRIP	GSE74341_LOvsAT
2514	A_23_P102471	0.00862	MSH2	GSE74341_LOvsAT
2517	A_33_P3333667	0.00069	XRRA1	GSE74341_LOvsAT
2521	A_33_P3310780	0.01503	CTTN	GSE74341_LOvsAT
2536	A_33_P3405754	0.00351	CEP104	GSE74341_LOvsAT
2551	A_33_P3728979	0.01759	FAM151B	GSE74341_LOvsAT
