A	Coef.EOvsC	Coef.LOvsC	t.EOvsC	t.LOvsC	p.value.EOvsC	p.value.LOvsC	p.value.adj.EOvsC	p.value.adj.LOvsC	F	F.p.value	Res.EOvsC	Res.LOvsC	Genes.ProbeID	Genes.EntrezGeneID	Genes.GeneSymbol
-0.26	0.741	0.846	1.04	1.19	0.3157	0.25474	0.654423	0.816193	0.81	0.46414	0	0	NA	NA	NA
-0.33	0.701	0.025	0.84	0.03	0.41801	0.97627	0.73053	0.997189	0.49	0.62584	0	0	NA	NA	NA
-0.31	0.306	0.542	0.58	1.02	0.5726	0.32368	0.823917	0.846068	0.53	0.60314	0	0	NA	NA	NA
-0.34	-0.378	-0.103	-1.88	-0.51	0.08242	0.61675	0.39653	0.933939	1.97	0.17831	0	0	NA	NA	NA
0.31	0.119	0.504	0.11	0.45	0.91728	0.66105	0.97367	0.944501	0.12	0.89189	0	0	NA	NA	NA
0.32	0.58	0.505	2.08	1.81	0.05781	0.09357	0.348462	0.730474	2.46	0.123	0	0	NA	NA	NA
-0.25	0.278	0.102	1.27	0.47	0.22535	0.64946	0.576061	0.942115	0.85	0.44918	0	0	NA	NA	NA
0.28	0.827	0.98	0.87	1.03	0.40034	0.32153	0.718064	0.845474	0.59	0.5662	0	0	NA	NA	NA
-0.81	-0.366	-0.193	-0.65	-0.34	0.52586	0.73654	0.799628	0.960023	0.21	0.8113	0	0	NA	NA	NA
-0.13	0.178	0.14	0.98	0.77	0.3429	0.45367	0.676011	0.895894	0.52	0.60586	0	0	NA	NA	NA
0.02	-0.398	-0.088	-1.93	-0.43	0.07512	0.67544	0.383733	0.9474	2.16	0.15356	0	0	NA	NA	NA
0.35	-0.438	0.326	-0.57	0.43	0.57636	0.67732	0.825635	0.9474	0.56	0.58197	0	0	NA	NA	NA
-0.5	0.368	-0.624	0.73	-1.23	0.47991	0.23986	0.769977	0.807475	2.2	0.15	0	0	NA	NA	NA
-0.3	-0.492	-0.695	-2.5	-3.54	0.02604	0.00355	0.265295	0.546335	6.46	0.01098	0	0	NA	NA	NA
-0.39	-0.685	-0.445	-1.36	-0.89	0.19518	0.39162	0.545938	0.873375	0.94	0.4143	0	0	NA	NA	NA
0.09	-0.229	0.221	-1.14	1.1	0.2756	0.29106	0.622268	0.833386	2.81	0.09573	0	0	NA	NA	NA
0.13	-0.591	0.364	-0.49	0.3	0.63331	0.7685	0.856059	0.964693	0.36	0.70723	0	0	NA	NA	NA
-0.02	0.175	0.075	1.01	0.43	0.3283	0.67289	0.664607	0.946804	0.53	0.60188	0	0	NA	NA	NA
0.15	-0.074	0.093	-0.24	0.3	0.81479	0.76623	0.938404	0.964138	0.17	0.84863	0	0	NA	NA	NA
0.34	-0.097	0.34	-0.1	0.34	0.92405	0.74014	0.976538	0.960629	0.12	0.89117	0	0	NA	NA	NA
0.06	-0.076	-0.156	-0.23	-0.48	0.81839	0.6396	0.940153	0.939337	0.12	0.89176	0	0	NA	NA	NA
0.32	0.235	-0.175	0.2	-0.15	0.8442	0.88375	0.949558	0.983966	0.07	0.93355	0	0	NA	NA	NA
-0.2	-0.38	0.239	-0.42	0.27	0.67998	0.79444	0.879689	0.968077	0.27	0.76761	0	0	NA	NA	NA
-0.1	0.696	0.824	1.54	1.83	0.14605	0.0903	0.489844	0.727707	1.87	0.19236	0	0	NA	NA	NA
-0.08	-0.15	-0.462	-0.46	-1.41	0.65557	0.18276	0.868205	0.7797	1.06	0.37263	0	0	NA	NA	NA
-0.32	-0.478	-0.426	-1.49	-1.33	0.15911	0.20639	0.506581	0.793738	1.29	0.30675	0	0	NA	NA	NA
0.42	0.611	0.043	2.69	0.19	0.01809	0.85202	0.235843	0.978274	4.87	0.02597	0	0	NA	NA	NA
-0.14	0.288	0.181	1.04	0.65	0.31722	0.52511	0.655745	0.913555	0.54	0.59273	0	0	NA	NA	NA
0.04	-0.845	-0.362	-0.89	-0.38	0.39016	0.71001	0.710136	0.954097	0.4	0.67564	0	0	NA	NA	NA
0.29	-0.754	-0.198	-0.72	-0.19	0.4831	0.85256	0.772415	0.97839	0.29	0.75101	0	0	NA	NA	NA
0.37	-0.501	0.354	-0.57	0.4	0.57875	0.69394	0.826648	0.950277	0.54	0.59766	0	0	NA	NA	NA
0.23	0.884	0.914	1.76	1.82	0.10074	0.09072	0.42973	0.728326	2.07	0.16489	0	0	NA	NA	NA
-0.16	0.217	0.067	0.51	0.16	0.61828	0.87719	0.847969	0.982886	0.14	0.86924	0	0	NA	NA	NA
-0.2	0.37	0.804	0.41	0.9	0.68648	0.38552	0.882782	0.870523	0.41	0.67307	0	0	NA	NA	NA
0.02	0.22	1.181	0.24	1.27	0.81605	0.22506	0.938963	0.800739	0.97	0.40475	0	0	NA	NA	NA
-0.26	0.197	0.465	0.3	0.7	0.77047	0.49479	0.921021	0.906376	0.25	0.78046	0	0	NA	NA	NA
-0.18	0.267	0.34	0.88	1.11	0.39704	0.28497	0.715304	0.831273	0.67	0.52908	0	0	NA	NA	NA
-0.17	0.414	0.983	0.79	1.88	0.44341	0.08284	0.747801	0.725507	1.81	0.20254	0	0	NA	NA	NA
-0.39	-0.33	-0.187	-0.66	-0.38	0.51887	0.71343	0.794567	0.955226	0.22	0.80569	0	0	NA	NA	NA
0.09	-0.288	-0.168	-1.46	-0.85	0.16845	0.40992	0.517302	0.880219	1.06	0.37333	0	0	NA	NA	NA
0.17	-0.443	0.096	-0.64	0.14	0.53021	0.89123	0.802526	0.985051	0.39	0.68671	0	0	NA	NA	NA
-0.58	-0.597	0.004	-1.23	0.01	0.23987	0.99303	0.589733	0.999256	1.1	0.36018	0	0	NA	NA	NA
0.1	0.048	0.741	0.05	0.84	0.95728	0.4138	0.987435	0.881233	0.48	0.62918	0	0	NA	NA	NA
-0.17	0.012	-0.217	0.06	-0.98	0.9561	0.34648	0.987346	0.855327	0.74	0.49791	0	0	NA	NA	NA
0.16	-0.268	-0.077	-1.2	-0.34	0.25265	0.73716	0.601481	0.960023	0.79	0.47408	0	0	NA	NA	NA
0.18	-0.017	-0.016	-0.05	-0.04	0.96183	0.96498	0.989001	0.995713	0	0.99859	0	0	NA	NA	NA
0.78	-0.444	-0.311	-0.79	-0.55	0.44606	0.59133	0.749256	0.928461	0.32	0.73318	0	0	NA	NA	NA
0.08	-0.052	-0.077	-0.48	-0.71	0.63934	0.48866	0.859646	0.905667	0.26	0.77585	0	0	NA	NA	NA
0.05	-0.224	-0.009	-0.23	-0.01	0.8217	0.99302	0.941133	0.999256	0.04	0.96414	0	0	NA	NA	NA
-0.04	-0.226	-0.194	-2.19	-1.88	0.04733	0.08214	0.324982	0.725507	2.71	0.10307	0	0	NA	NA	NA
-0.08	0.231	0.124	0.63	0.34	0.53905	0.74144	0.807187	0.960629	0.2	0.82202	0	0	NA	NA	NA
-0.05	-0.87	-0.47	-1.76	-0.95	0.10114	0.35816	0.430497	0.859557	1.55	0.24791	0	0	NA	NA	NA
-0.42	-0.138	-0.698	-0.27	-1.35	0.79397	0.20109	0.930605	0.790301	1.07	0.37018	0	0	NA	NA	NA
0.48	-0.536	-0.008	-0.59	-0.01	0.56293	0.99323	0.819176	0.999256	0.25	0.78199	0	0	NA	NA	NA
0.05	-0.29	0.153	-0.46	0.24	0.65513	0.81369	0.867868	0.972573	0.28	0.75939	0	0	NA	NA	NA
0.08	-0.059	-0.002	-0.36	-0.02	0.72456	0.98823	0.901709	0.998901	0.09	0.91493	0	0	NA	NA	NA
0.01	-0.21	-0.123	-2.42	-1.42	0.03056	0.17962	0.278137	0.778292	2.93	0.08821	0	0	NA	NA	NA
-0.53	-0.521	-0.437	-0.7	-0.59	0.49434	0.56573	0.779918	0.921833	0.28	0.76346	0	0	NA	NA	NA
-0.04	-0.324	-0.001	-0.6	0	0.55726	0.99911	0.816618	1	0.26	0.77368	0	0	NA	NA	NA
0	-0.874	-0.358	-1.6	-0.65	0.134	0.52504	0.474865	0.913555	1.31	0.30172	0	0	NA	NA	NA
-0.82	-0.336	-0.961	-0.67	-1.92	0.51342	0.07648	0.791484	0.718373	1.96	0.17979	0	0	NA	NA	NA
0.36	0.623	0.862	0.54	0.75	0.59891	0.46846	0.838414	0.900368	0.29	0.75311	0	0	NA	NA	NA
0.3	0.483	0.095	1.13	0.22	0.27714	0.82773	0.623369	0.974718	0.76	0.48594	0	0	NA	NA	NA
0.18	-0.092	0.279	-0.16	0.49	0.87396	0.63161	0.959387	0.936972	0.26	0.77723	0	0	NA	NA	NA
-0.28	0.191	-0.597	0.51	-1.59	0.61986	0.13539	0.848682	0.759282	2.66	0.10652	0	0	NA	NA	NA
0.15	-0.117	0.029	-0.46	0.11	0.64995	0.91048	0.864916	0.987063	0.21	0.81467	0	0	NA	NA	NA
-0.04	-0.355	-0.304	-1.11	-0.95	0.28507	0.35671	0.629292	0.858791	0.7	0.51305	0	0	NA	NA	NA
0	-0.69	-0.228	-1.38	-0.46	0.1914	0.65638	0.542519	0.943306	1.02	0.38824	0	0	NA	NA	NA
-0.42	-0.463	-0.21	-0.49	-0.22	0.63088	0.82666	0.854826	0.974541	0.12	0.88549	0	0	NA	NA	NA
-0.25	-0.21	0.057	-1.63	0.45	0.12561	0.66142	0.464033	0.944571	2.67	0.10633	0	0	NA	NA	NA
0	-0.054	0.459	-0.14	1.16	0.89387	0.2657	0.966108	0.820148	1.12	0.3562	0	0	NA	NA	NA
-0.08	-0.503	-0.117	-2.96	-0.69	0.0109	0.50398	0.202575	0.909289	5.03	0.02361	0	0	NA	NA	NA
0.36	0.26	0.899	0.38	1.32	0.71031	0.21062	0.895401	0.794048	0.95	0.40993	0	0	NA	NA	NA
0	-0.032	0.06	-0.28	0.52	0.78493	0.60981	0.92708	0.932718	0.37	0.69722	0	0	NA	NA	NA
0.09	-0.092	-0.003	-0.97	-0.03	0.34718	0.97458	0.679748	0.996686	0.66	0.53191	0	0	NA	NA	NA
-0.07	-0.083	0.51	-0.16	1	0.87224	0.33386	0.958802	0.850414	0.88	0.43807	0	0	NA	NA	NA
0.13	-0.136	0.295	-0.41	0.88	0.69088	0.39427	0.885013	0.874211	0.97	0.40521	0	0	NA	NA	NA
0.35	0.723	0.376	3.88	2.02	0.00183	0.06423	0.111385	0.703535	7.54	0.0065	0	0	NA	NA	NA
0.09	-0.93	-0.134	-1.39	-0.2	0.18848	0.84473	0.539188	0.977159	1.2	0.33289	0	0	NA	NA	NA
-0.03	-0.161	0.057	-1.31	0.46	0.21314	0.65073	0.562548	0.942191	1.88	0.1912	0	0	NA	NA	NA
0.12	-0.075	-0.145	-0.52	-1.01	0.61312	0.33277	0.845212	0.849389	0.51	0.61384	0	0	NA	NA	NA
-0.2	-0.439	-0.3	-2.97	-2.03	0.01073	0.0629	0.201682	0.703535	4.5	0.03216	0	0	NA	NA	NA
0.16	-0.073	-0.092	-0.25	-0.32	0.80562	0.75583	0.935385	0.962315	0.05	0.94724	0	0	NA	NA	NA
-0.16	0.222	0.867	0.27	1.06	0.79117	0.30937	0.929566	0.841095	0.63	0.54714	0	0	NA	NA	NA
0	0.359	0.349	1.45	1.41	0.17028	0.18087	0.519171	0.779047	1.32	0.30065	0	0	NA	NA	NA
0.09	0.762	0.171	3.97	0.89	0.00155	0.39023	0.103165	0.872855	9.12	0.00322	0	0	NA	NA	NA
0.55	0.385	0.209	1.27	0.69	0.22577	0.50327	0.57655	0.909111	0.81	0.46688	0	0	NA	NA	NA
-0.09	0.068	0.298	0.56	2.45	0.58317	0.02887	0.829495	0.642597	3.46	0.06163	0	0	NA	NA	NA
-0.01	-0.061	0.047	-0.41	0.31	0.68998	0.75806	0.884429	0.962809	0.29	0.74945	0	0	NA	NA	NA
-0.03	-0.414	-0.504	-1.59	-1.94	0.13453	0.07432	0.475441	0.718373	2.07	0.16504	0	0	NA	NA	NA
-0.05	-0.115	0.02	-1.33	0.23	0.20506	0.81913	0.555964	0.973542	1.57	0.24362	0	0	NA	NA	NA
0.25	0.345	0.32	1.85	1.72	0.08628	0.10902	0.402712	0.743692	2.06	0.16636	0	0	NA	NA	NA
-0.16	-0.297	-0.106	-1.17	-0.42	0.26446	0.68452	0.612429	0.948424	0.72	0.50586	0	0	NA	NA	NA
0.3	0.073	-0.212	0.25	-0.71	0.80914	0.4885	0.936593	0.905667	0.55	0.58841	0	0	NA	NA	NA
-0.43	-0.574	0.081	-1.01	0.14	0.33217	0.88912	0.667935	0.984867	0.86	0.44459	0	0	NA	NA	NA
0.03	-0.226	0.058	-0.76	0.19	0.46125	0.84913	0.759439	0.978159	0.56	0.58314	0	0	NA	NA	NA
0.02	-0.18	0.325	-0.32	0.58	0.75419	0.57372	0.914431	0.924314	0.46	0.63937	0	0	NA	NA	NA
-0.12	-0.033	0.089	-0.1	0.28	0.91983	0.78459	0.97465	0.967289	0.09	0.91731	0	0	NA	NA	NA
-0.04	-0.441	-0.165	-1.88	-0.7	0.08281	0.49424	0.397051	0.906241	1.84	0.19664	0	0	NA	NA	NA
0.13	-0.395	0.321	-0.55	0.45	0.58856	0.65901	0.832674	0.943685	0.57	0.57843	0	0	NA	NA	NA
-0.62	-1.022	-0.099	-1.31	-0.13	0.21219	0.901	0.561426	0.986176	1.12	0.35511	0	0	NA	NA	NA
-0.74	-0.615	0.108	-1.08	0.19	0.29791	0.85161	0.640178	0.978199	1.04	0.38013	0	0	NA	NA	NA
0.01	-0.042	-0.174	-0.33	-1.37	0.74408	0.19233	0.910585	0.783869	1.08	0.36864	0	0	NA	NA	NA
-0.17	-1.554	-0.359	-1.88	-0.43	0.08208	0.67118	0.396041	0.94617	2.04	0.16895	0	0	NA	NA	NA
-0.15	-0.708	0.126	-0.87	0.16	0.39799	0.8784	0.716131	0.983195	0.68	0.52403	0	0	NA	NA	NA
-0.11	-0.135	-0.053	-0.56	-0.22	0.58333	0.82743	0.829664	0.974718	0.16	0.85051	0	0	NA	NA	NA
0.04	-0.745	-0.214	-0.83	-0.24	0.41877	0.81416	0.731056	0.97265	0.38	0.68819	0	0	NA	NA	NA
0.28	-0.003	0.216	-0.01	0.69	0.99366	0.50429	0.998944	0.909525	0.35	0.71424	0	0	NA	NA	NA
0.24	-0.065	0.161	-0.24	0.6	0.8114	0.55912	0.937235	0.920143	0.42	0.66564	0	0	NA	NA	NA
0.28	-0.196	0.082	-0.53	0.22	0.60221	0.82665	0.839805	0.974541	0.34	0.71909	0	0	NA	NA	NA
0.08	-0.085	-0.099	-0.61	-0.71	0.55031	0.48927	0.813774	0.905888	0.29	0.75491	0	0	NA	NA	NA
0.07	-0.375	0.145	-1.23	0.47	0.24084	0.64351	0.590525	0.940243	1.72	0.2167	0	0	NA	NA	NA
0.12	-0.008	0.037	-0.07	0.34	0.94391	0.74014	0.983271	0.960629	0.11	0.90001	0	0	NA	NA	NA
-0.02	-0.106	-0.047	-1.31	-0.59	0.21172	0.56796	0.560996	0.922694	0.88	0.43933	0	0	NA	NA	NA
0.01	-0.221	-0.193	-1.26	-1.1	0.22946	0.29156	0.580334	0.833797	0.91	0.42685	0	0	NA	NA	NA
0.22	-0.074	-0.063	-0.42	-0.35	0.68471	0.7316	0.882038	0.959211	0.1	0.90863	0	0	NA	NA	NA
0.27	0.452	0.187	1.36	0.56	0.19776	0.5836	0.548984	0.92697	0.95	0.41309	0	0	NA	NA	NA
0.19	0.377	0.366	1.22	1.18	0.24434	0.25722	0.593936	0.816893	0.93	0.41953	0	0	NA	NA	NA
-0.24	-0.113	0.043	-0.15	0.06	0.88055	0.95488	0.961682	0.993979	0.03	0.97393	0	0	NA	NA	NA
0	-0.079	0.052	-0.28	0.18	0.7851	0.85795	0.927088	0.979215	0.12	0.88709	0	0	NA	NA	NA
0.18	-0.289	0.377	-0.4	0.52	0.69589	0.61037	0.887456	0.932768	0.48	0.62918	0	0	NA	NA	NA
0.13	-0.329	-0.001	-1.23	0	0.2412	0.99835	0.590913	0.999808	1.09	0.36561	0	0	NA	NA	NA
-0.03	-0.457	-0.243	-1.43	-0.76	0.17464	0.45911	0.523472	0.897139	1.03	0.38407	0	0	NA	NA	NA
-0.19	-0.621	-0.176	-0.75	-0.21	0.46526	0.83396	0.76138	0.975695	0.31	0.73671	0	0	NA	NA	NA
0.19	-0.066	-0.12	-0.39	-0.71	0.70313	0.48955	0.891537	0.905941	0.25	0.78044	0	0	NA	NA	NA
0.05	0.46	0.334	1.78	1.29	0.09814	0.21855	0.425247	0.796832	1.65	0.22931	0	0	NA	NA	NA
0.07	-0.42	-0.301	-1.98	-1.42	0.06929	0.17937	0.373408	0.778139	2.03	0.17058	0	0	NA	NA	NA
-0.43	-0.449	-0.067	-0.91	-0.14	0.3796	0.89364	0.703125	0.985493	0.51	0.61103	0	0	NA	NA	NA
-0.6	-0.141	0.431	-0.2	0.61	0.84378	0.54895	0.94943	0.916982	0.4	0.67683	0	0	NA	NA	NA
0.09	-0.357	-0.296	-2.85	-2.36	0.01329	0.03404	0.215812	0.65322	4.51	0.03199	0	0	NA	NA	NA
0.04	-0.337	-0.011	-1.94	-0.06	0.07379	0.95175	0.381557	0.993494	2.63	0.109	0	0	NA	NA	NA
-0.35	-0.556	-0.16	-0.75	-0.22	0.46459	0.83223	0.761234	0.975521	0.31	0.73643	0	0	NA	NA	NA
-0.52	-0.289	-0.306	-0.87	-0.92	0.39891	0.3725	0.716843	0.864458	0.52	0.60668	0	0	NA	NA	NA
-0.23	-0.389	-0.345	-1.39	-1.23	0.18802	0.24041	0.538562	0.807643	1.11	0.35683	0	0	NA	NA	NA
0.21	0.107	-0.132	0.79	-0.97	0.44618	0.35002	0.749256	0.855638	1.74	0.21399	0	0	NA	NA	NA
0.02	-0.128	-0.093	-0.45	-0.33	0.65932	0.74869	0.870148	0.961186	0.11	0.90026	0	0	NA	NA	NA
0.18	0.475	0.347	3.01	2.2	0.00974	0.04572	0.196405	0.678653	4.75	0.02782	0	0	NA	NA	NA
0.31	-0.068	0.056	-0.31	0.26	0.76143	0.80018	0.917275	0.96932	0.18	0.83564	0	0	NA	NA	NA
-0.4	-0.438	-0.218	-0.55	-0.27	0.59357	0.78986	0.835288	0.967289	0.15	0.86195	0	0	NA	NA	NA
-0.24	-1.097	-0.758	-1.62	-1.12	0.12926	0.28358	0.468886	0.831273	1.34	0.29435	0	0	NA	NA	NA
0.04	-0.098	-0.02	-0.5	-0.1	0.62359	0.91949	0.850695	0.988355	0.15	0.86328	0	0	NA	NA	NA
-0.51	-0.333	-0.147	-0.72	-0.32	0.48541	0.75598	0.774004	0.962315	0.26	0.77317	0	0	NA	NA	NA
-0.03	-0.044	-0.333	-0.2	-1.51	0.84666	0.15567	0.950484	0.767008	1.43	0.27427	0	0	NA	NA	NA
0.13	-0.117	0.177	-0.18	0.28	0.85739	0.78591	0.954023	0.967289	0.12	0.8873	0	0	NA	NA	NA
-0.38	-0.201	-0.104	-0.62	-0.32	0.5467	0.75371	0.811329	0.961926	0.19	0.82782	0	0	NA	NA	NA
0.13	-0.011	0.013	-0.04	0.04	0.97037	0.96591	0.991865	0.995713	0	0.99628	0	0	NA	NA	NA
0.06	-0.205	-0.2	-1.7	-1.66	0.1126	0.12135	0.447985	0.753353	1.81	0.20191	0	0	NA	NA	NA
-0.11	0.084	0.059	0.34	0.24	0.74218	0.81698	0.90999	0.973087	0.06	0.94371	0	0	NA	NA	NA
0.01	-0.259	-0.03	-1.5	-0.17	0.15619	0.86587	0.50287	0.981248	1.45	0.26994	0	0	NA	NA	NA
0.28	-2.14	-1.017	-2.18	-1.04	0.04776	0.31854	0.326079	0.844125	2.4	0.12892	0	0	NA	NA	NA
0.18	-0.131	0.677	-0.16	0.84	0.87267	0.41392	0.958959	0.881233	0.64	0.54057	0	0	NA	NA	NA
-0.13	-0.255	-0.189	-0.95	-0.7	0.3606	0.49439	0.690415	0.906241	0.47	0.63449	0	0	NA	NA	NA
0.18	-0.032	-0.067	-0.21	-0.44	0.83581	0.66566	0.945853	0.944909	0.1	0.90686	0	0	NA	NA	NA
0.2	-0.349	-0.304	-1.66	-1.44	0.12046	0.17217	0.458152	0.773786	1.57	0.24368	0	0	NA	NA	NA
-0.3	-0.067	0.356	-0.13	0.67	0.90136	0.51231	0.968217	0.911533	0.41	0.6732	0	0	NA	NA	NA
0.11	-0.2	0.009	-1.79	0.08	0.09599	0.93893	0.421657	0.991208	2.44	0.12532	0	0	NA	NA	NA
-0.03	-0.476	-0.192	-0.89	-0.36	0.38984	0.72609	0.709809	0.957357	0.41	0.67271	0	0	NA	NA	NA
0.11	-1.161	-0.619	-2.27	-1.21	0.04056	0.24711	0.306023	0.812689	2.58	0.11344	0	0	NA	NA	NA
0.31	-0.098	-0.338	-0.23	-0.78	0.82364	0.44774	0.941923	0.893833	0.34	0.71977	0	0	NA	NA	NA
-0.04	-0.061	0.45	-0.09	0.64	0.93278	0.53437	0.979336	0.914404	0.34	0.71525	0	0	NA	NA	NA
-0.02	-0.222	-0.152	-2.52	-1.73	0.02504	0.10627	0.261223	0.741099	3.27	0.07019	0	0	NA	NA	NA
-0.78	0.126	0.204	0.34	0.56	0.7357	0.58732	0.907168	0.927737	0.16	0.85744	0	0	NA	NA	NA
-0.12	-0.086	0.327	-0.26	1	0.79616	0.33506	0.931267	0.850448	0.99	0.39889	0	0	NA	NA	NA
-0.23	-0.518	-0.257	-2.27	-1.13	0.04023	0.28026	0.305089	0.830078	2.6	0.11168	0	0	NA	NA	NA
0.31	-1.103	-0.418	-1.64	-0.62	0.1248	0.5457	0.463231	0.916508	1.4	0.28003	0	0	NA	NA	NA
0.08	-1.065	-0.238	-1.31	-0.29	0.21093	0.77334	0.560478	0.965251	1	0.39341	0	0	NA	NA	NA
-0.32	-1.15	-0.421	-2.45	-0.9	0.02887	0.38548	0.273106	0.870523	3.16	0.07558	0	0	NA	NA	NA
-0.22	-0.603	-0.545	-1.78	-1.61	0.09796	0.13152	0.42509	0.758576	1.86	0.19393	0	0	NA	NA	NA
-0.11	-0.387	-0.217	-2.85	-1.59	0.01349	0.13438	0.21654	0.759282	4.05	0.04225	0	0	NA	NA	NA
0.14	0.115	0.165	0.26	0.37	0.79904	0.71493	0.932172	0.955644	0.07	0.93125	0	0	NA	NA	NA
-0.37	-0.236	0.023	-0.82	0.08	0.42622	0.93873	0.735973	0.991208	0.54	0.59315	0	0	NA	NA	NA
0.16	0.117	0.201	0.67	1.16	0.51138	0.26736	0.790353	0.82088	0.67	0.52774	0	0	NA	NA	NA
-0.29	-0.242	-0.241	-0.69	-0.69	0.49961	0.50204	0.783181	0.908676	0.31	0.7401	0	0	NA	NA	NA
0.15	-0.163	-0.033	-0.56	-0.12	0.58189	0.90951	0.828789	0.987063	0.19	0.83115	0	0	NA	NA	NA
0.11	-0.202	0.086	-1.09	0.46	0.29517	0.65031	0.637658	0.942191	1.42	0.27598	0	0	NA	NA	NA
-0.25	0.138	-0.18	0.31	-0.4	0.76287	0.69505	0.917692	0.950572	0.28	0.75734	0	0	NA	NA	NA
0.36	0.44	0.319	1.76	1.27	0.10218	0.22515	0.431958	0.800739	1.6	0.23755	0	0	NA	NA	NA
-0.05	-0.451	-0.238	-2.21	-1.16	0.04564	0.26542	0.320029	0.820148	2.43	0.12569	0	0	NA	NA	NA
0.48	-0.956	-0.069	-1.37	-0.1	0.19394	0.92311	0.544786	0.989207	1.25	0.31738	0	0	NA	NA	NA
0.06	-0.26	-0.205	-1.64	-1.29	0.12492	0.22	0.463315	0.79856	1.44	0.2707	0	0	NA	NA	NA
-0.09	-0.435	0.337	-0.84	0.65	0.41694	0.52724	0.729677	0.913555	1.25	0.31821	0	0	NA	NA	NA
-0.02	-1.076	0.032	-1.56	0.05	0.14156	0.96381	0.483589	0.995481	1.83	0.19919	0	0	NA	NA	NA
-0.51	-1.795	-1.061	-4.35	-2.57	0.00074	0.02288	0.081248	0.623532	9.5	0.00275	0	0	NA	NA	NA
0.09	-0.392	-0.08	-1.2	-0.24	0.25046	0.81032	0.599726	0.971938	0.85	0.44886	0	0	NA	NA	NA
-0.12	-1.024	-0.558	-1.76	-0.96	0.10196	0.35503	0.431334	0.85774	1.54	0.24963	0	0	NA	NA	NA
-0.01	-1.353	-0.306	-1.45	-0.33	0.1703	0.74772	0.519171	0.961076	1.22	0.32749	0	0	NA	NA	NA
-0.5	-0.974	-0.193	-3.45	-0.68	0.00419	0.50736	0.146562	0.910682	7.05	0.00819	0	0	NA	NA	NA
-0.58	-0.944	-0.649	-2.35	-1.61	0.03508	0.1303	0.29085	0.757719	2.82	0.09519	0	0	NA	NA	NA
-1.23	0.677	0.243	1.12	0.4	0.28364	0.69431	0.628412	0.950277	0.66	0.53351	0	0	NA	NA	NA
-0.82	1.006	-0.074	2.01	-0.15	0.06472	0.88441	0.363374	0.984006	3.19	0.07393	0	0	NA	NA	NA
-0.22	0.273	0.475	0.66	1.15	0.51949	0.26932	0.794935	0.822284	0.66	0.53068	0	0	NA	NA	NA
-0.36	0.932	0.284	1.24	0.38	0.23757	0.712	0.587261	0.95508	0.83	0.45567	0	0	NA	NA	NA
-0.42	0.491	0.07	1.32	0.19	0.20914	0.85334	0.559521	0.978433	1.09	0.36578	0	0	NA	NA	NA
-0.56	0.125	-0.295	0.17	-0.4	0.86825	0.69566	0.957456	0.950632	0.19	0.82867	0	0	NA	NA	NA
-0.13	0.032	0.033	0.21	0.21	0.83743	0.83448	0.946624	0.975695	0.03	0.97179	0	0	NA	NA	NA
-0.29	0.357	0.131	0.9	0.33	0.38416	0.74621	0.70543	0.9608	0.43	0.66188	0	0	NA	NA	NA
0.06	0.568	0.079	1.9	0.27	0.07888	0.79451	0.390963	0.968095	2.26	0.14245	0	0	NA	NA	NA
-0.89	0.777	-0.014	2.07	-0.04	0.05806	0.97072	0.349141	0.996249	3.17	0.07469	0	0	NA	NA	NA
-0.33	-0.442	-0.633	-1.73	-2.47	0.10711	0.02754	0.440859	0.636615	3.15	0.07579	0	0	NA	NA	NA
-0.38	0.174	0.159	0.58	0.52	0.57441	0.60846	0.824531	0.932351	0.2	0.82428	0	0	NA	NA	NA
-0.23	0.038	-0.069	0.13	-0.24	0.8971	0.81765	0.967187	0.973249	0.08	0.92586	0	0	NA	NA	NA
-0.11	0.363	0.124	1.06	0.36	0.30863	0.72281	0.648785	0.957196	0.6	0.56445	0	0	NA	NA	NA
-0.17	0.666	0.342	0.85	0.44	0.40898	0.6679	0.723897	0.945388	0.36	0.70137	0	0	NA	NA	NA
-0.21	0.139	-0.16	0.49	-0.56	0.63304	0.58385	0.856039	0.92697	0.62	0.55223	0	0	NA	NA	NA
-0.55	0.258	0.387	0.8	1.2	0.43554	0.24943	0.741915	0.813857	0.74	0.49645	0	0	NA	NA	NA
-0.15	0.794	0.287	2.04	0.74	0.06163	0.47304	0.356928	0.901539	2.2	0.14996	0	0	NA	NA	NA
-0.11	-0.177	-0.1	-1.48	-0.83	0.16306	0.41906	0.511296	0.883512	1.09	0.36432	0	0	NA	NA	NA
-0.34	0.084	0.201	0.14	0.34	0.88984	0.74045	0.964589	0.960629	0.06	0.94315	0	0	NA	NA	NA
0.15	0.135	0.067	0.17	0.08	0.86742	0.93407	0.95706	0.990789	0.01	0.98556	0	0	NA	NA	NA
-0.42	0.234	0.454	0.61	1.18	0.55307	0.25951	0.81528	0.81788	0.7	0.51623	0	0	NA	NA	NA
0.16	0.464	0.335	1.94	1.4	0.07363	0.18474	0.381557	0.779736	1.96	0.17952	0	0	NA	NA	NA
-0.14	0.087	0.082	0.77	0.72	0.45496	0.4825	0.755525	0.904282	0.36	0.70487	0	0	NA	NA	NA
-0.41	0.539	0.535	1.27	1.27	0.22429	0.22714	0.574808	0.801343	1.04	0.38128	0	0	NA	NA	NA
-0.03	0.103	0.05	0.9	0.44	0.38168	0.66717	0.704084	0.945296	0.41	0.67037	0	0	NA	NA	NA
