probe	id	pvalue	symbol	group
A_32_P123804	4147	0.02073	LOC100287704	GSE4707_PEvC
A_23_P258714	4149	0.03417	VARS	GSE4707_PEvC
A_24_P385326	4151	0.03716	NA	GSE4707_PEvC
A_24_P167614	4162	0.00676	INTS6	GSE4707_PEvC
A_23_P207194	4169	0.02128	GH1	GSE4707_PEvC
A_23_P406071	4185	0.03792	NA	GSE4707_PEvC
A_23_P143676	4189	0.00021	NA	GSE4707_PEvC
A_24_P555791	4192	0.00379	HERC2	GSE4707_PEvC
A_23_P97623	4193	0.00542	RRAGC	GSE4707_PEvC
A_23_P116694	4199	0.01944	RPS26	GSE4707_PEvC
A_24_P87036	4211	0.04941	ANO1	GSE4707_PEvC
A_24_P532420	4219	0.0443	NA	GSE4707_PEvC
A_24_P187197	4220	0.02157	LOC440300	GSE4707_PEvC
A_23_P20022	4221	0.02781	HILPDA	GSE4707_PEvC
A_24_P647507	4224	0.02129	NA	GSE4707_PEvC
A_32_P375062	4225	0.04468	NUP210P1	GSE4707_PEvC
A_32_P43878	4245	0.04193	NA	GSE4707_PEvC
A_24_P917833	4258	0.00854	TMED10	GSE4707_PEvC
A_32_P109704	4265	0.00485	SFSWAP	GSE4707_PEvC
A_24_P50381	4271	0.01169	NA	GSE4707_PEvC
A_32_P88415	4274	0.00346	MYOZ3	GSE4707_PEvC
